Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
IDA & IBRD total,IBT,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,2.511589653,2.663994086,2.576556585,2.905037096,2.703398755,2.898096253,2.971725947,3.083467049,3.192075812,3.241919338,3.113245091,2.846867085,3.232920748,3.859742487,3.994746825,3.901099132,3.659664481,3.110608686,2.886199949,3.107582902,3.179511349,3.278959049,3.111392726,3.104148586,3.148108073,3.154190452,3.02665047,2.857304765,2.593397915,2.312616845,2.544763655,2.388914433,2.319802956,2.244947768,2.157554472,2.146764319,2.017564952,2.071221917,1.965877985,2.038267287,2.098352975,2.029525429,1.971213827,1.942821413,1.947761376,1.924671648,1.928102769,2.104844254,1.946637706,1.87625139,1.912474842,1.954330515,1.962690042,1.99043914,2.001361374,1.95163335,
IDA total,IDA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,3.913151638,3.679645351,3.983226563,3.371046654,3.179932425,4.302139759,4.254551999,4.154863297,3.970555073,3.825382261,3.975355067,3.521187888,3.612176885,3.939292068,4.109889803,3.762726248,3.57913841,3.187117838,3.176724026,3.259412101,3.237380187,3.272182879,3.08816679,3.203780322,2.849992472,2.626884344,2.410095883,2.337177037,2.590155364,2.534511029,2.30707303,2.327367936,2.419162198,2.099400675,2.079924055,1.857958032,1.763939706,1.77764162,1.668916901,1.768058343,1.447162207,1.530503117,1.574902537,1.538512821,1.538746726,1.57698422,1.617209487,1.628030571,
IDA blend,IDB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.39234567,2.39503196,2.281793195,2.111953845,2.334644216,3.23619021,3.504606805,4.839954851,5.8072595,6.595387066,5.011068292,4.848866837,5.074219375,4.749208749,4.256671776,6.341228107,5.238777248,5.44064782,5.173716194,4.651076899,3.893609301,3.223507094,3.104549556,3.32426478,3.128931854,2.992671349,3.210450534,3.170055833,3.323383823,3.310993197,3.168606533,3.272009753,3.314282439,3.726143436,3.183721709,2.971947588,2.76944645,2.624375774,2.724207764,2.41776804,2.258397262,2.394898581,2.615884238,2.107730904,2.024544397,1.776184834,1.635975866,1.561406762,1.533543585,1.61912035,1.345031096,1.404832268,1.405278025,1.35467011,1.334492253,1.442589406,1.619550398,1.708050288,
Indonesia,IDN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,2.705920807,3.492189045,3.421867625,3.206089202,3.163193529,3.020258919,2.917217691,2.884622001,2.90192827,2.39812942,2.285420259,2.170599354,2.009765396,1.72218767,1.530841059,1.389136341,1.41049292,1.324064184,1.356876007,1.223557809,1.266155617,1.226309861,1.264392528,1.497741738,1.019116844,0.810812654,0.684483764,0.572792653,0.700120209,0.909285037,0.945714622,0.750789394,0.716424794,0.774787453,0.63348078,0.612411259,0.617587092,0.653776703,0.711549473,0.918769839,0.778141413,0.886273832,0.790694801,0.809337386,
IDA only,IDX,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,2.348141754,2.288904986,2.731129278,3.239736802,2.943350965,2.892697129,3.036550632,4.079081423,4.17158235,4.694394912,4.918928399,5.33583181,4.664059591,3.92964748,3.203295885,3.041490442,3.207838562,3.297502445,3.272334027,2.879581697,2.835723626,2.544503529,2.272644177,2.067583222,2.072033987,2.471000267,2.647635882,2.350396534,2.261676353,2.218377373,2.091776727,2.13083666,1.938559849,1.913101861,2.02545286,1.828312299,1.924531266,1.578297847,1.688148943,1.772739021,1.74672936,1.77414355,1.713641572,1.61504214,1.559829801,
Isle of Man,IMN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.004012346,2.074359721,2.745400433,4.025306026,3.81923698,3.871414914,3.572370646,3.223923721,3.245568585,3.140814558,3.18518304,3.652453524,3.717947461,3.158643767,3.202826324,3.534598781,3.477883143,3.162771937,3.126331702,3.261328658,3.13378133,3.186248122,3.345117666,3.32306866,3.416875594,3.569030278,4.106468681,4.231317527,3.728671783,3.534179728,3.243269383,3.002445952,2.799444125,2.929142129,2.751026887,2.654022034,2.545692432,2.726156722,2.808572693,3.064891088,3.0542772,2.933794441,2.833196676,2.681176222,2.82875261,2.754906765,2.526806234,2.34263368,2.550194847,2.89349597,2.70746752,2.651584952,2.535476534,2.464118276,2.488157921,2.405128349,2.506470916,2.493045544,
Not classified,INX,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.330386743,1.320142085,1.290219976,1.242817134,1.303207865,1.326908055,1.234360458,1.187126848,1.132851299,1.099280371,1.158609296,1.243945132,1.328811011,1.312694901,1.406932356,1.625958967,1.615162499,1.52517744,1.483083547,1.582200567,1.665267012,1.580606618,1.591236948,1.492631233,1.412439425,1.416044204,1.423205265,1.282300247,1.199434153,1.105476119,1.203503284,1.253935313,1.20411855,1.139225149,1.108732591,1.014359388,0.989927159,0.924066127,0.823869516,0.750676499,0.695683047,0.703621156,0.634052674,0.587535952,0.568322896,0.540901704,0.512750598,0.508177084,0.575745115,0.600514954,0.575679369,0.540474297,0.512592542,0.499752316,0.465418259,0.351425725,0.34070034,0.35678059,
"Iran, Islamic Rep.",IRN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.294908833,2.346642182,2.307410877,2.590356964,2.881826748,3.249524904,3.818995368,4.457991761,5.176363591,5.969054196,5.856903291,3.047012478,2.275370278,1.864705419,8.750350248,12.06919291,11.24797233,10.18983015,11.11320509,5.797247028,5.343150185,8.190380823,7.906890638,7.09708065,6.354853844,6.51241844,6.079335975,5.889107789,6.269777621,4.557980493,3.177695534,2.381050449,1.947072375,1.835687227,2.281926871,2.352483219,2.504127273,2.781341611,2.917413576,2.670775837,1.239215856,1.337662513,1.198479157,1.273833919,1.513087449,1.637837747,3.368451684,2.818494562,2.858574133,3.187759797,2.863755065,2.390931351,2.706207134,2.181779874,2.235985922,2.630729502,2.786543742,3.099259349,
Iraq,IRQ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,7.050631859,6.851398869,6.910816619,8.250884643,7.956513894,8.873266564,8.520558376,8.427062374,9.220854004,11.38008475,11.16822612,10.51611103,10.64109237,12.25836203,12.49481942,11.67462212,11.16310017,9.812813426,8.117759415,6.148767876,5.511524667,10.82953444,,,,,,,,,,,,,,,,,,,,,,,1.675589368,2.242598561,1.897570825,2.239924275,2.367760753,2.899117588,2.70935228,2.30344022,1.899568366,3.315679825,2.950646564,5.346370529,3.481380365,3.855105544,
Iceland,ISL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Israel,ISR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,7.460248312,7.865016263,9.16079196,9.753574116,8.984626962,8.569153776,9.434673367,15.44251447,17.42801472,19.08931699,23.44705632,22.79980348,20.37101884,27.85609265,27.65528644,30.46380279,29.2455931,23.08721334,22.89113498,19.38469319,18.91933663,20.26226862,18.38821008,15.54688868,16.18222892,16.60064353,14.76771288,16.90014495,17.29843902,13.81917651,13.77600531,17.46577061,12.23171353,12.93867759,11.31395841,8.880993202,8.675681505,8.408528343,7.851167987,7.344278441,7.076511555,7.317718194,8.30538656,8.503028751,8.185523524,7.637095847,7.482653399,6.762739227,6.556325553,6.7483553,6.238219673,6.237330839,6.04195991,5.915450515,5.992281345,5.670256584,4.654133499,4.725542995,
Italy,ITA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.059555793,2.901768969,2.96937808,3.104214153,3.074809355,3.097610104,3.369470102,3.120346043,2.98642795,2.731004314,2.320417198,2.524206254,2.695801597,2.475555146,2.334415754,2.226868284,2.06104134,2.131689416,2.119227852,2.112693874,1.98832383,2.053114437,2.26084882,2.273395062,2.264495799,2.183054025,2.229022144,2.322833871,2.336930619,2.284585479,2.120404074,2.095662552,1.975171346,2.014394558,1.932066245,1.654840071,1.79085939,1.833926493,1.854012265,1.897744981,1.962863026,1.893308611,1.923548192,1.926714247,1.897038635,1.80966225,1.719822891,1.632443039,1.725085697,1.752901035,1.695590785,1.675091387,1.627382978,1.590802338,1.467303052,1.380512271,1.517680093,1.522312646,
Jamaica,JAM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,0.925307818,0.941001252,,,,1.50794249,1.62772068,1.385989247,1.059731795,0.891059849,0.853933329,0.770446354,0.807990672,0.929262992,0.840785086,0.758524568,1.107838246,0.82190641,0.629920603,0.538709243,0.567656627,0.655054827,0.544947829,0.511051526,0.486319761,0.50435895,0.585431034,0.581596298,0.535969968,0.527663695,0.608922319,0.65245791,0.953358265,0.947214898,0.874213171,0.925445262,0.929816797,0.899595042,0.872889042,0.868420522,0.959172708,0.903537785,
Jordan,JOR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,20.39674466,16.50707744,18.14550042,17.11851278,14.84217596,13.40990453,19.49426112,23.49246231,24.06381857,20.17504488,18.50802644,17.15296198,18.35518474,18.66515837,17.50998668,15.24663677,17.24101458,12.52929538,11.71749276,12.21380261,10.64587859,10.00897356,9.939695142,9.850838161,9.216300284,10.04810913,9.774560256,9.577580589,9.363614696,9.070780953,7.751067583,9.973089562,6.924248719,6.977109417,6.539457019,4.454248505,6.026917517,6.131506209,6.274621651,6.282233221,6.256355544,5.892705616,5.445981749,6.000996016,5.149215859,4.795357019,4.65931019,6.033928483,6.182102684,6.584004446,5.664223828,5.52975362,4.760647379,4.301178957,4.323212945,4.30447416,4.577899719,4.797787905,
Japan,JPN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.080594889,0.916660202,0.882981584,0.902911616,0.875046122,0.89971399,0.879421011,0.836230313,0.793866529,0.772551017,0.773230313,0.824119314,0.842475302,0.815014489,0.862068323,0.907387057,0.891651108,0.890681062,0.891286374,0.907392111,0.906794213,0.916648153,0.926375567,0.952297427,0.958404159,0.959397914,0.962811252,0.965510913,0.949708859,0.940781036,0.941791766,0.940821904,0.94831244,0.950663825,0.9228718,0.916876617,0.911247076,0.920437898,0.938594775,0.945248337,0.931136156,0.947079856,0.955834672,0.955673906,0.941607638,0.931581653,0.917197038,0.897626654,0.920247843,0.983777357,0.958851325,0.986806293,0.967427083,0.950865861,0.967334407,0.960651845,0.942157853,0.934960014,
Kazakhstan,KAZ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.062620209,0.838731749,1.032421663,1.20199446,1.112939006,1.149738283,0.819607059,0.78464508,0.999817479,0.998337781,1.029927526,0.988239791,1.036322059,0.978995824,1.296876822,1.154668506,1.103033241,1.014415565,0.959310405,1.069958972,1.100207843,1.067630257,1.141193945,0.975977764,0.841222462,
Kenya,KEN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,0.206489676,0.58988764,0.990334781,1.133268482,1.304993715,1.218342887,1.080069124,1.057483259,1.227715064,1.541811847,1.659278024,1.777002556,1.878902554,2.484742978,3.740175541,5.199292155,5.501605847,4.515319835,4.225324839,4.572783179,4.195233924,3.476912474,2.375757456,2.50357532,3.133743491,2.945553395,2.740851686,2.888214958,2.35425809,1.900746762,1.837741595,1.641252808,1.646716231,1.417954703,1.340638598,1.220122519,1.186974148,1.313742032,1.504754902,1.632407811,1.650099843,1.614194237,1.690587014,1.45517741,1.547912496,1.615850294,1.561448035,1.5551381,1.54141864,1.66647473,1.561794316,1.334044783,1.330737341,1.330879025,1.230707629,
Kyrgyz Republic,KGZ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.642320996,1.531794498,2.586361821,3.458615927,2.988273153,3.112267278,2.66756189,2.599417364,2.878902168,2.346375974,2.726257087,2.866286085,2.848510928,3.077731197,3.168717047,3.057830272,2.904910847,3.176078281,3.845822235,3.398732119,3.207384909,3.196219027,3.375892826,3.507499733,3.518740653,3.158171056,
Cambodia,KHM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,1.146850882,1.574245346,1.278203562,1.992453582,2.071375594,2.327896585,3.145933014,1.761289499,3.8423429,3.577310579,3.238454583,3.003361162,2.6620479,2.510029082,2.20981321,1.774810532,1.519617406,1.447518851,1.296742212,1.127579071,1.043100079,0.914612028,0.798217508,1.313128967,1.493096412,1.497788499,1.547939834,1.575896014,1.656766125,2.112689484,1.843929755,2.087211312,
Kiribati,KIR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,7.157548334,6.726149623,6.867196368,4.823859087,4.134439601,4.410474878,4.688873693,4.68514254,4.730641797,4.694394892,4.403346543,4.734988606,5.010068079,4.034732164,4.541445628,4.878716477,5.908155684,6.034939121,6.371450619,5.525876568,6.398772113,6.415857298,6.240894485,5.726813608,5.254535393,5.225531685,4.948256251,4.46860555,4.281215938,4.290235295,4.002304289,3.711127841,3.69027269,3.417894838,3.192752669,2.892332986,2.743479663,2.663387808,2.794442004,2.49257722,2.45731752,2.427877741,2.315474377,2.328664618,2.331064888,2.467282737,2.48836867,2.469638856,2.601476045,2.724770988,2.574250696,2.577345967,2.612982317,2.614615431,2.660766488,2.644758513,2.618319005,2.554897599,
Kuwait,KWT,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,2.392787524,1.892185239,2.038934426,2.524937656,2.957764953,,,5.293682132,4.760787992,3.548528126,3.313990974,4.127006677,5.954296749,6.830511261,6.754863813,6.434108527,7.236209879,5.976255415,8.236618742,8.539829203,48.51726727,117.3498232,31.78602445,12.44021918,13.25923878,13.58158131,10.29264847,8.086475871,8.796559793,7.590223879,7.150491632,7.697819315,7.3986195,6.53947516,5.804460886,4.343412509,3.542645786,3.590326759,3.006072721,3.971806323,3.756148142,3.501397266,3.41374158,3.271525203,3.585664902,5.03073036,5.840997035,5.751165768,
Latin America & Caribbean (excluding high income),LAC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.06039022,1.675683288,1.944601247,2.003749666,1.834295608,2.221617397,2.099992608,2.18628199,1.859633694,1.824113858,1.967977445,1.986737931,1.869662353,1.733747908,1.646152524,1.783043773,1.751384393,1.750662353,1.546017233,1.384905554,1.149886385,1.149484175,1.38815702,1.512615443,1.373956177,1.352807469,1.306169219,1.543399216,1.65862096,1.996783463,1.716127271,1.518416512,1.235229852,1.379157494,1.4697292,1.581377358,1.527147074,1.371037483,1.416868061,1.305936304,1.267621596,1.318033551,1.228522182,1.106253927,1.097196223,1.201217618,1.200422661,1.246306192,1.29587948,1.422897243,1.396876532,1.314196277,1.352990159,1.363510524,1.31726528,1.324826083,1.231603258,1.232491808,
Lao PDR,LAO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.67531237,8.107511278,7.522004062,5.834195587,4.186706844,3.839007037,2.594217254,1.057742579,0.791543217,0.717115235,0.625339859,0.573198536,0.45768914,0.440448216,0.378672874,0.352138064,0.30780242,0.250198187,0.224379414,0.235836449,0.216308883,0.210767164,,,,,
Lebanon,LBN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,3.65625,3.888731195,4.163434187,4.842931937,4.844371636,4.644030668,4.33621044,4.000740878,5.090337785,3.815289314,,,12.12490851,4.732284425,8.489601091,10.07174888,12.35714286,9.583333333,9.286451306,13.45562059,10.9687267,6.286976015,5.26383955,1.121846578,1.186578171,,7.551951343,5.154888674,7.983998316,6.011278768,6.997713166,6.711927989,5.661852427,4.305154639,4.023252256,4.770439292,5.388162952,5.430901642,4.738154613,4.597701149,4.514226558,4.478948018,4.576087611,4.63237059,4.001270965,4.020044127,4.126523706,4.0586619,3.984597103,4.099312002,4.624534909,4.412125161,5.033666793,4.513849134,
Liberia,LBR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,1.177496729,1.145194274,1.168582375,1.101878613,0.993485342,1.098731043,1.185944363,1.100244499,0.968992248,0.934291581,0.952380952,1.072565778,1.151560178,1.240936977,1.154649306,1.491751492,3.112817484,5.017941891,4.706096672,2.940483206,2.95430518,2.895362663,2.287212171,2.407781951,,,7.183908046,10.13422819,18.98379052,29.72768533,,,,,,,,,,0.670318096,1.459090909,0.649803346,0.471701177,0.459625159,0.622691096,0.654290939,0.858742073,0.874618266,0.776342153,0.721857923,0.727581121,0.695335554,0.638154206,
Libya,LBY,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.592,1.855072464,3.104166667,2.407942238,1.84375,1.857142857,2.914923291,3.360946746,2.855946399,3.762886598,6.072931276,5.322679779,3.709677419,3.984861977,3.291269637,2.253968254,1.968616262,2.463994447,3.799226442,3.220749426,2.922364358,1.755113763,2.240525777,,,,,,,,,,,,,,,4.078026716,5.297441532,3.783860245,3.146861063,2.413507858,2.06923852,2.072048072,2.071074457,1.52811116,1.120335406,0.870610269,1.15398201,,,,2.764602091,5.63851599,11.4253251,,,,
St. Lucia,LCA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.145111679,1.832673471,2.214146086,1.99196523,1.702888939,1.94725146,1.906747268,2.055448534,1.854081174,1.867806447,2.087743366,2.214064728,2.143066932,2.07217808,1.931154477,1.940741709,2.126215755,2.209013838,2.090797844,1.965048115,1.612152572,1.66407965,1.835601122,1.913888794,1.669743197,1.633161644,1.622822162,1.792824735,1.821506816,2.052563881,1.745386303,1.559131474,1.333038204,1.439914442,1.512334572,1.615172942,1.535261409,1.394411958,1.429626602,1.359216929,1.308860561,1.345469022,1.266705243,1.162052867,1.148735469,1.229683772,1.227979393,1.253560833,1.296397984,1.405384797,1.377688999,1.297651877,1.323995702,1.336087871,1.298101046,1.286566479,1.212452263,1.221796249,
Least developed countries: UN classification,LDC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,1.193421093,1.068393076,1.121127726,1.54870843,1.520957773,1.245575105,1.474306916,,2.445978785,,2.973645898,3.103877118,2.54922954,2.649278383,4.134757833,4.380443993,4.780597053,4.586546469,3.21528596,2.726325674,3.387285016,2.520496661,2.078764781,1.91147041,2.090878547,2.28410436,3.06272159,2.373283836,2.156501817,2.05374379,1.98310086,2.094241229,1.979323397,2.111813842,2.157781721,2.271125908,2.45348204,2.111065153,2.087154711,2.125012447,2.322237731,2.365167176,1.978742131,1.800814981,1.7154607,
Low income,LIC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,2.713350188,2.618850581,2.421061442,2.25485351,2.753847711,3.132057623,3.251181109,4.147989126,4.431296253,4.194525919,4.503265893,4.817302395,7.039916033,6.653474469,7.250911419,7.33262383,8.085652802,7.22352172,5.966232891,4.913543856,4.28084889,4.601367874,4.49557446,4.430041765,3.785977938,3.648364802,3.125475879,2.875134733,2.764994472,2.811503858,3.272580031,3.383931504,2.937391869,3.153836512,3.459944813,2.885876426,2.599521143,2.342753382,2.266699538,2.304520951,1.738891468,1.852929545,1.884249521,2.098637358,1.883594177,1.945471479,1.896182158,1.527245694,1.345070836,1.25287641,
Liechtenstein,LIE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.183052365,1.183272727,1.082855093,0.897791926,0.851725908,0.852610094,0.872915917,0.84513666,0.794532052,0.807396323,0.916642272,1.362633452,1.185807044,0.874809824,0.79508645,0.80358957,0.659239148,0.684373884,0.803000117,0.834462748,0.765779308,0.626798424,0.544740926,0.889137425,0.922430502,3.160769823,2.696658012,3.393146709,2.371183249,1.798595424,2.328487433,3.082087849,3.367639901,3.431785654,3.729338058,5.861132243,5.519783161,4.630602074,4.643464081,4.03016384,5.033872968,4.286990589,3.34258944,2.868911827,2.997358479,2.639533395,2.798773599,3.260608357,3.712169683,3.618663853,2.700747642,2.683157611,2.155199437,2.154048249,2.412647012,2.55280463,2.142560071,2.171972029,
Lower middle income,LMC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.008944406,2.058478651,2.499293225,3.359373949,3.290131649,3.761702477,3.54630619,3.638730915,3.903128535,4.217010823,4.26316946,4.532447741,4.38973937,3.766621211,3.618231713,4.309066284,4.19923531,3.971296108,3.606466371,3.430153019,3.250682322,3.186241448,3.227075699,3.254823124,3.21354462,3.260856657,3.469208162,3.695537343,3.528333741,3.249590392,3.062033459,2.773023736,2.626571753,2.537754526,2.517282947,2.455819579,2.342683065,2.457613598,2.482938694,2.490450656,2.358629032,2.347093732,2.277656524,2.186606778,2.226568074,2.131955281,2.001464107,1.973308043,2.010465926,2.173000799,1.958180226,1.887804596,1.862021989,1.887412313,1.904761055,1.901864448,1.936403397,1.949991805,
Low & middle income,LMY,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,2.468929166,2.761470411,2.764801575,3.154149781,2.905222067,3.063177789,3.123893893,3.240556668,3.294072525,3.291786498,3.133165649,2.834165154,3.309181805,3.965431902,3.994647612,3.863520002,3.569227161,2.979868177,2.806125801,3.008289041,3.101469277,3.252824281,3.099072106,3.102995896,3.163654304,3.181190095,3.07089121,2.877709765,2.641247946,2.363022495,2.631710727,2.447195284,2.37554347,2.258241148,2.179249486,2.170304808,2.038262472,2.10546674,1.999929779,2.078721456,2.119965381,2.050574981,1.994630396,1.965106658,1.971377003,1.947169029,1.957476896,2.147854699,1.980007261,1.907582053,1.948755337,1.990634325,1.994993014,2.02466528,2.034985097,1.981340649,
Lesotho,LSO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,1.551791277,1.438132064,1.505608283,1.851207532,3.158536585,3.311510353,4.357736659,4.013056836,3.979143798,4.314099075,4.839987326,4.181313074,3.369755245,4.307714659,3.927203065,3.261157287,2.950277422,2.715738899,3.10786106,3.692651719,3.039959093,2.828265979,3.369684349,4.334790756,4.035972592,3.311288225,2.978271295,2.823448535,2.543059548,2.456974221,2.46525237,2.187962891,1.463596321,2.542893321,2.951420584,2.08374445,1.987902492,1.893071858,1.891882013,1.885295352,1.988590315,2.230775016,
Late-demographic dividend,LTE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.282917609,3.31290852,2.910037635,2.781839982,2.480783733,2.369604354,2.383088193,2.216609211,2.29568199,2.334553667,2.44275286,2.471679666,2.361399375,2.268436205,2.215059518,2.179833441,2.141590568,2.130487032,2.322300773,2.183440086,2.094575222,2.162162221,2.20290166,2.202040673,2.154369517,2.177376973,2.077691619,
Lithuania,LTU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.812260643,0.493377598,0.454372874,0.503980009,0.747111153,1.229254336,0.970102492,1.21669999,1.361943638,1.271288746,1.121228498,1.195943282,1.162211588,1.16393212,1.112478531,1.130355159,1.08128395,0.878852642,0.791758838,0.766686635,0.763724561,0.879386213,1.13821125,1.488711266,1.748493554,
Luxembourg,LUX,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.003878481,1.107037773,1.286695578,1.181274271,1.378997744,1.350729508,1.341391863,1.102537024,0.913192529,0.816405625,0.754877387,0.788807001,0.816920465,0.782484941,0.758205637,0.962665327,0.98621721,1.003382631,1.028492958,1.016876383,1.153185523,1.21027323,1.192266653,1.204541046,1.153545726,0.960269492,0.92211838,1.013799352,1.053180228,0.87272043,0.872594645,0.898097451,0.915600641,0.782727641,0.8208117,0.658949136,0.649772269,0.679496133,0.708308458,0.633042307,0.602874795,0.753493785,0.649539259,0.67206893,0.676557871,0.65265805,0.582694649,0.562147248,0.423836754,0.434048644,0.515171378,0.428237495,0.419039718,0.418948101,0.420669639,0.477909561,0.444796124,0.506057733,
Latvia,LVA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.735295406,0.838757227,0.805656844,0.639144273,0.58211534,0.587847498,0.750941068,0.881714497,1.041538206,1.542208276,1.610024443,1.595658506,1.610622163,1.715018133,1.558072965,1.634413689,1.390055236,1.092659779,1.042715375,0.909273262,0.937393441,0.943764507,1.050235366,1.479504698,1.721653916,
"Macao SAR, China",MAC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.315731573,2.702433628,2.565913371,3.195615514,2.835868695,2.429331307,2.677570093,2.617647059,3.004572175,2.390216787,2.316006176,2.628624883,2.843915344,3.061797753,3.145833333,4.602912888,6.22043404,6.61977492,5.836808704,5.633462282,5.940072884,6.384593972,6.220868273,4.50565855,4.01819088,5.390435227,4.304459558,4.369314795,4.128515818,4.392917413,4.148825041,4.142842937,4.298048279,4.655571687,4.493819389,4.347410494,3.949090454,4.192660723,3.456331377,2.9004574,2.210963025,3.726132929,3.491789333,3.494208417,3.24946479,3.257996782,3.109796549,3.046953664,3.183501428,3.288651846,3.390796101,3.297495235,3.462750079,3.805782901,3.677840455,3.229924495,3.211412038,3.152899704,
Monaco,MCO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.530067158,0.773794067,0.925965937,0.906693889,0.902772015,0.624855434,0.511297234,0.395140952,0.402592972,0.419845805,0.416381536,0.360978777,0.400234782,0.48263411,0.516193271,0.608536033,0.457886672,0.315501735,0.327388289,0.327674497,0.334492514,0.345293582,0.353941168,0.440002303,0.420677746,
